Gene_ID	KO_ID	Description	Pathway	Pathway Function	Major_Group
evm.model.CP144695.1_RagTag.2143	K15728	LPIN; phosphatidate phosphatase LPIN [EC:3.1.3.4]	mTOR signaling pathway	09132 Signal transduction	09130 Environmental Information Processing
evm.model.CP144699.1_RagTag.3821	K15728	LPIN; phosphatidate phosphatase LPIN [EC:3.1.3.4]	mTOR signaling pathway	09132 Signal transduction	09130 Environmental Information Processing
evm.model.CP144692.1_RagTag.193	K03259	EIF4E; translation initiation factor 4E	mTOR signaling pathway	09132 Signal transduction	09130 Environmental Information Processing
evm.model.CP144692.1_RagTag.4001	K03259	EIF4E; translation initiation factor 4E	mTOR signaling pathway	09132 Signal transduction	09130 Environmental Information Processing
evm.model.CP144700.1_RagTag.5626	K03258	EIF4B; translation initiation factor 4B	mTOR signaling pathway	09132 Signal transduction	09130 Environmental Information Processing
evm.model.CP144691.1_RagTag.862	K08272	CAB39, MO25; calcium binding protein 39	mTOR signaling pathway	09132 Signal transduction	09130 Environmental Information Processing
evm.model.CP144695.1_RagTag.956	K07198	PRKAA, AMPK; 5'-AMP-activated protein kinase, catalytic alpha subunit [EC:2.7.11.31]	mTOR signaling pathway	09132 Signal transduction	09130 Environmental Information Processing
evm.model.CP144695.1_RagTag.1480	K07198	PRKAA, AMPK; 5'-AMP-activated protein kinase, catalytic alpha subunit [EC:2.7.11.31]	mTOR signaling pathway	09132 Signal transduction	09130 Environmental Information Processing
evm.model.CP144700.1_RagTag.4369	K07198	PRKAA, AMPK; 5'-AMP-activated protein kinase, catalytic alpha subunit [EC:2.7.11.31]	mTOR signaling pathway	09132 Signal transduction	09130 Environmental Information Processing
evm.model.CP144699.1_RagTag.1169	K07207	TSC2; tuberous sclerosis 2	mTOR signaling pathway	09132 Signal transduction	09130 Environmental Information Processing
evm.model.CP144694.1_RagTag.16	K00408	WNT4; wingless-type MMTV integration site family, member 4	mTOR signaling pathway	09132 Signal transduction	09130 Environmental Information Processing
evm.model.CP144694.1_RagTag.2874	K01384	WNT11; wingless-type MMTV integration site family, member 11	mTOR signaling pathway	09132 Signal transduction	09130 Environmental Information Processing
evm.model.CP144691.1_RagTag.1142	K02432	FZD1_7, fz; frizzled 1/7	mTOR signaling pathway	09132 Signal transduction	09130 Environmental Information Processing
evm.model.CP144699.1_RagTag.11	K02375	FZD5_8, fz2; frizzled 5/8	mTOR signaling pathway	09132 Signal transduction	09130 Environmental Information Processing
evm.model.CP144698.1_RagTag.1364	K03156	TNF, TNFA; tumor necrosis factor superfamily, member 2	mTOR signaling pathway	09132 Signal transduction	09130 Environmental Information Processing
evm.model.CP144692.1_RagTag.2790	K03099	SOS; son of sevenless	mTOR signaling pathway	09132 Signal transduction	09130 Environmental Information Processing
evm.model.CP144692.1_RagTag.3576	K03099	SOS; son of sevenless	mTOR signaling pathway	09132 Signal transduction	09130 Environmental Information Processing
evm.model.CP144694.1_RagTag.2949	K04371	ERK, MAPK1_3; mitogen-activated protein kinase 1/3 [EC:2.7.11.24]	mTOR signaling pathway	09132 Signal transduction	09130 Environmental Information Processing
evm.model.CP144696.1_RagTag.985	K01110	PTEN; phosphatidylinositol-3,4,5-trisphosphate 3-phosphatase and dual-specificity protein phosphatase PTEN [EC:3.1.3.16 3.1.3.48 3.1.3.67]	mTOR signaling pathway	09132 Signal transduction	09130 Environmental Information Processing
evm.model.CP144691.1_RagTag.2585	K08267	RICTOR; rapamycin-insensitive companion of mTOR	mTOR signaling pathway	09132 Signal transduction	09130 Environmental Information Processing
evm.model.CP144700.1_RagTag.4640	K08267	RICTOR; rapamycin-insensitive companion of mTOR	mTOR signaling pathway	09132 Signal transduction	09130 Environmental Information Processing
evm.model.contig_3766.5	K08267	RICTOR; rapamycin-insensitive companion of mTOR	mTOR signaling pathway	09132 Signal transduction	09130 Environmental Information Processing
evm.model.CP144699.1_RagTag.1634	K20411	PRR5, PROTOR; proline-rich protein 5	mTOR signaling pathway	09132 Signal transduction	09130 Environmental Information Processing
evm.model.CP144698.1_RagTag.1716	K13946	AUX1, LAX; auxin influx carrier (AUX1 LAX family)	Plant hormone signal transduction	09132 Signal transduction	09130 Environmental Information Processing
evm.model.CP144692.1_RagTag.2625	K14484	IAA; auxin-responsive protein IAA	Plant hormone signal transduction	09132 Signal transduction	09130 Environmental Information Processing
evm.model.CP144692.1_RagTag.3497	K14484	IAA; auxin-responsive protein IAA	Plant hormone signal transduction	09132 Signal transduction	09130 Environmental Information Processing
evm.model.CP144693.1_RagTag.226	K14484	IAA; auxin-responsive protein IAA	Plant hormone signal transduction	09132 Signal transduction	09130 Environmental Information Processing
evm.model.CP144695.1_RagTag.2304	K14484	IAA; auxin-responsive protein IAA	Plant hormone signal transduction	09132 Signal transduction	09130 Environmental Information Processing
evm.model.CP144699.1_RagTag.3314	K14484	IAA; auxin-responsive protein IAA	Plant hormone signal transduction	09132 Signal transduction	09130 Environmental Information Processing
evm.model.CP144700.1_RagTag.3005	K14484	IAA; auxin-responsive protein IAA	Plant hormone signal transduction	09132 Signal transduction	09130 Environmental Information Processing
evm.model.CP144700.1_RagTag.6154	K14484	IAA; auxin-responsive protein IAA	Plant hormone signal transduction	09132 Signal transduction	09130 Environmental Information Processing
evm.model.CP144692.1_RagTag.2835	K14485	TIR1; transport inhibitor response 1	Plant hormone signal transduction	09132 Signal transduction	09130 Environmental Information Processing
evm.model.CP144689.1_RagTag.56	K14486	ARF; auxin response factor	Plant hormone signal transduction	09132 Signal transduction	09130 Environmental Information Processing
evm.model.CP144691.1_RagTag.214	K14486	ARF; auxin response factor	Plant hormone signal transduction	09132 Signal transduction	09130 Environmental Information Processing
evm.model.CP144692.1_RagTag.1559	K14486	ARF; auxin response factor	Plant hormone signal transduction	09132 Signal transduction	09130 Environmental Information Processing
evm.model.CP144694.1_RagTag.2922	K14486	ARF; auxin response factor	Plant hormone signal transduction	09132 Signal transduction	09130 Environmental Information Processing
evm.model.CP144695.1_RagTag.3919	K14486	ARF; auxin response factor	Plant hormone signal transduction	09132 Signal transduction	09130 Environmental Information Processing
evm.model.CP144695.1_RagTag.1819	K14486	ARF; auxin response factor	Plant hormone signal transduction	09132 Signal transduction	09130 Environmental Information Processing
evm.model.CP144699.1_RagTag.359	K14486	ARF; auxin response factor	Plant hormone signal transduction	09132 Signal transduction	09130 Environmental Information Processing
evm.model.CP144700.1_RagTag.5892	K14486	ARF; auxin response factor	Plant hormone signal transduction	09132 Signal transduction	09130 Environmental Information Processing
evm.model.CP144694.1_RagTag.2398	K14487	GH3; auxin responsive GH3 gene family	Plant hormone signal transduction	09132 Signal transduction	09130 Environmental Information Processing
evm.model.CP144694.1_RagTag.308	K14487	GH3; auxin responsive GH3 gene family	Plant hormone signal transduction	09132 Signal transduction	09130 Environmental Information Processing
evm.model.CP144692.1_RagTag.152	K14488	SAUR; SAUR family protein	Plant hormone signal transduction	09132 Signal transduction	09130 Environmental Information Processing
evm.model.CP144692.1_RagTag.156	K14488	SAUR; SAUR family protein	Plant hormone signal transduction	09132 Signal transduction	09130 Environmental Information Processing
